object_id,registration_no,collection,recovery_method,locality,municipality,state_department,country,period,context_id,context_no,context_type,sample_id_object,date_BP_object,date_error_object,sample_id_context,date_BP_context,date_error_context,object_function,representation,representation_gender,forming_method,composite_id,individual_ids,composite_type,no_components,weight,composite_weight,area_of_analysis,method,copper_in_FA,cu,cu_precision,ag,ag_precision,au,au_precision,pt,pt_precision,references
165,O52854,Museo del Oro - Database of other collections,Non-archaeological (municipality known),NA,Chiquinquirá,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,NA,XRF,NA,5.95,2,14.2,2,79.9,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
166,O52855,Museo del Oro - Database of other collections,Non-archaeological (municipality known),NA,Chiquinquirá,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,NA,XRF,NA,24.75,2,23.65,2,51.6,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
167,O52865,Museo del Oro - Database of other collections,Non-archaeological (locality known),Vda. Varela,Chiquinquirá,Boyacá,Colombia,Late Muisca,6,"O33760-73, O33780, O33825-7 and O52866",Burial hoard,NA,NA,NA,Beta-147999,870,40,Bead,Anthropomorphic,NA,Lost-wax cast with matrix,2,"91, 111, 112, 113, 167",Necklace,58,NA,114.4,NA,XRF,NA,7.5,1,11.8,1,80.7,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
168,O52866,Museo del Oro - Database of other collections,Non-archaeological (municipality known),NA,Chiquinquirá,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead necklace,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,NA,XRF,NA,22.65,2,10.92,2,66.37,2,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
169,O60049,Museo del Oro - External researcher,Excavation,Vda. Piedras Largas,Suesca,Cundinamarca,Colombia,Muisca,20,O60049,Offering in open-site,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,9.4,NA,NA,XRF,NA,56,0,8,0,36,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
170,O60050,Museo del Oro - External researcher,Excavation,Vda. Santo Ecce Homo,Sutamarchán,Boyacá,Colombia,Late Muisca,14,O60050-O60051,Burial hoard,NA,NA,NA,Beta-121614,520,70,Nose adornment,NA,NA,Lost-wax cast,NA,NA,NA,NA,0.8,NA,NA,XRF,NA,3,0,13,0,84,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
171,O60051,Museo del Oro - External researcher,Excavation,Vda. Santo Ecce Homo,Sutamarchán,Boyacá,Colombia,Late Muisca,14,O60050-O60051,Burial hoard,NA,NA,NA,Beta-121614,520,70,Bead,NA,NA,Hammered,NA,NA,NA,NA,0.2,NA,NA,XRF,NA,34,0,10,0,56,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
172,O60077,Museo del Oro - External researcher,Excavation,Vda. La Moya/Sitio San Carlos,Cota,Cundinamarca,Colombia,Late Muisca,15,ICANH 60143-59,Offering in open-site with metal items and ceramic vessels,NA,NA,NA,Beta-8622,630,125,Figure,Zoomorphic,NA,Lost-wax cast,NA,NA,NA,NA,3.1,NA,NA,AAS,NA,29.2,1,12.1,1,58.4,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
173,O60092,Museo del Oro - External researcher,Non-archaeological (municipality known),NA,Samacá,Boyacá,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,NA,NA,NA,NA,NA,4.88,NA,NA,XRF,NA,70,0,10,0,19,0,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
174,"Am,S.1322",British Museum,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EDX,NA,5,0,22,0,74,0,NA,NA,"La Niece, 1998; Uribe Villegas and Martinón-Torres, 2012"
175,"Am,S.1323",British Museum,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Male,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EDX,NA,7,0,18,0,75,0,NA,NA,"La Niece, 1998; Uribe Villegas and Martinón-Torres, 2012"
176,"Am,S.1324",British Museum,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EDX,NA,64,0,7,0,30,0,NA,NA,"La Niece, 1998; Uribe Villegas and Martinón-Torres, 2012"
177,"Am,S.1326",British Museum,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EDX,NA,67,0,5,0,28,0,NA,NA,"La Niece, 1998; Uribe Villegas and Martinón-Torres, 2012"
178,"Am,S.1327",British Museum,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,Female,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EDX,NA,60,0,7,0,33,0,NA,NA,"La Niece, 1998; Uribe Villegas and Martinón-Torres, 2012"
179,"Am,S.1328",British Museum,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,Female?,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EDX,NA,55,0,7,0,38,0,NA,NA,"La Niece, 1998; Uribe Villegas and Martinón-Torres, 2012"
180,"Am1937,0706.11",British Museum,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bead necklace,NA,NA,Lost-wax cast with matrix,17,180,Necklace,26,NA,NA,Bulk,EDX,NA,46,0,8,0,46,0,NA,NA,"La Niece, 1998; Uribe Villegas and Martinón-Torres, 2012"
181,BM RL 6732-43-R,British Museum,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EDX,NA,29,0,17,0,55,0,NA,NA,"La Niece, 1998; Uribe Villegas and Martinón-Torres, 2012"
182,MFA 1975.39,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,68.3,1,4.3,1,28.3,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
183,MFA 1975.40,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,69.6,1,3.5,1,27,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
184,MFA 1975.42,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,10.1,1,13.6,1,74.6,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
185,MFA 1975.44,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,32.1,1,9.7,1,59.6,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
186,MFA 1975.45,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,51.7,1,6.7,1,42.1,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
187,MFA 1975.48,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,XRF,NA,49.2,1,7.1,1,43.7,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
188,MFA 1975.49,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,65.2,1,4.8,1,29.8,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
189,MFA 1975.50,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,56,1,5.3,1,39.3,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
190,MFA 1975.52,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,44.3,1,8.3,1,47.5,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
191,MFA 1975.56,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,10.1,1,12.5,1,75.2,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
192,MFA 1975.59,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,51,1,6.7,1,41.4,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
193,MFA 1975.60,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Female,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,6.1,1,13.8,1,77.8,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
194,MFA 1975.62,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,"With weapons, with mask",NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,29.5,1,10.8,1,59.8,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
195,MFA 1975.64,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,53,1,7.1,1,41,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
196,MFA 1975.65,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,Male,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,43,1,8.4,1,49.2,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
197,MFA 1975.69,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Female,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,50.5,1,7.9,1,40.9,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
198,MFA 1975.70,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,57.4,1,4.5,1,38.2,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
199,MFA 1975.71,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,Male,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,XRF,NA,1.2,1,13.8,1,85,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
200,MFA 1975.77,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staffs,Female,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,XRF,NA,30.2,1,17.5,1,52.4,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
201,MFA 1975.78,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,Female,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,XRF,NA,22.1,1,11.2,1,66.7,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
202,MFA 1975.79,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With child,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,XRF,NA,18.8,1,11.9,1,69.3,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
203,MFA 1975.80,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,19.6,1,16.4,1,64,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
204,MFA 1975.82,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,XRF,NA,54.6,1,6.8,1,38.6,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
205,MFA 1975.83,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,22.9,1,10.3,1,67.4,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
206,MFA 1975.87,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,34.5,1,7.7,1,57.7,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
207,MFA 1975.94,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,20.2,1,13.1,1,66.3,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
208,MFA 1975.128,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Heavily adorned,NA,Lost-wax cast with core,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,11.5,1,13.5,1,74.4,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
209,MFA 1975.131,Museum of Fine Arts,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pendant,NA,NA,Lost-wax cast,NA,NA,NA,NA,NA,NA,Bulk,EPMA,NA,77.7,1,2.8,1,19.8,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
210,O06092,Museo del Oro,Non-archaeological (locality known),San Miguel,Fusagasugá,Cundinamarca,Colombia,Muisca,1,O06091-111,Offering,NA,NA,NA,NA,NA,NA,Votive figure,Bird beak,NA,Lost-wax cast with core,NA,NA,NA,NA,59.6,NA,NA,FA,NA,81.6,1,0,1,17.1,1,NA,NA,"Lleras Pérez, 1999; Uribe Villegas and Martinón-Torres, 2012"
211,O06094,Museo del Oro,Non-archaeological (locality known),San Miguel,Fusagasugá,Cundinamarca,Colombia,Muisca,1,O06091-111,Offering,NA,NA,NA,NA,NA,NA,Votive figure,With weapons,NA,Lost-wax cast with core,NA,NA,NA,NA,48.2,NA,NA,FA,NA,89.5,1,NA,n.d.,NA,n.d.,NA,NA,"Lleras Pérez, 1999; Uribe Villegas and Martinón-Torres, 2012"
212,O06097,Museo del Oro,Non-archaeological (locality known),San Miguel,Fusagasugá,Cundinamarca,Colombia,Muisca,1,O06091-111,Offering,NA,NA,NA,NA,NA,NA,Votive figure,Seated holding knees,NA,Lost-wax cast with core,NA,NA,NA,NA,11.2,NA,NA,FA,NA,33.2,1,2,1,51.6,1,NA,NA,"Lleras Pérez, 1999; Uribe Villegas and Martinón-Torres, 2012"
213,O06098,Museo del Oro,Non-archaeological (locality known),San Miguel,Fusagasugá,Cundinamarca,Colombia,Muisca,1,O06091-111,Offering,Beta-374218,1480,30,NA,NA,NA,Votive figure,Bird,NA,Lost-wax cast with core,NA,NA,NA,NA,46.55,NA,NA,FA,NA,88.6,1,NA,n.d.,NA,n.d.,NA,NA,"Lleras Pérez, 1999; Uribe Villegas and Martinón-Torres, 2012"
214,O06102,Museo del Oro,Non-archaeological (locality known),San Miguel,Fusagasugá,Cundinamarca,Colombia,Muisca,1,O06091-111,Offering,NA,NA,NA,NA,NA,NA,Votive figure,Feline (jaguar),NA,Lost-wax cast with core,NA,NA,NA,NA,32,NA,NA,FA,NA,91.2,1,NA,n.d.,NA,n.d.,NA,NA,"Lleras Pérez, 1999; Uribe Villegas and Martinón-Torres, 2012"
215,O06103,Museo del Oro,Non-archaeological (locality known),San Miguel,Fusagasugá,Cundinamarca,Colombia,Muisca,1,O06091-111,Offering,NA,NA,NA,NA,NA,NA,Votive figure,Bird,NA,Lost-wax cast with core,NA,NA,NA,NA,16.7,NA,NA,FA,NA,93,1,NA,n.d.,NA,n.d.,NA,NA,"Lleras Pérez, 1999; Uribe Villegas and Martinón-Torres, 2012"
216,O06106,Museo del Oro,Non-archaeological (locality known),San Miguel,Fusagasugá,Cundinamarca,Colombia,Muisca,1,O06091-111,Offering,NA,NA,NA,NA,NA,NA,Pendant,Shell,NA,Lost-wax cast with core,NA,NA,NA,NA,81.7,NA,NA,FA,NA,92.5,1,NA,n.d.,NA,n.d.,NA,NA,"Lleras Pérez, 1999; Uribe Villegas and Martinón-Torres, 2012"
228,O33894,Museo del Oro,Non-archaeological (locality known),Vda. Canavita,Tocancipá,Cundinamarca,Colombia,Early Colonial,21,O33894-8,Offering in open-site inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,2.68,NA,NA,pXRF,NA,24.5,1,21.5,1,54.1,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
229,O33895,Museo del Oro,Non-archaeological (locality known),Vda. Canavita,Tocancipá,Cundinamarca,Colombia,Early Colonial,21,O33894-8,Offering in open-site inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,2.45,NA,NA,pXRF,NA,23.8,1,27,1,49.3,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
230,O33896,Museo del Oro,Non-archaeological (locality known),Vda. Canavita,Tocancipá,Cundinamarca,Colombia,Early Colonial,21,O33894-8,Offering in open-site inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,3.06,NA,NA,pXRF,NA,23.7,1,16,1,60.3,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
231,O33897,Museo del Oro,Non-archaeological (locality known),Vda. Canavita,Tocancipá,Cundinamarca,Colombia,Early Colonial,21,O33894-8,Offering in open-site inside ceramic vessel,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,2.33,NA,NA,pXRF,NA,21.1,1,29.2,1,49.8,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
232,O33898-a,Museo del Oro,Non-archaeological (locality known),Vda. Canavita,Tocancipá,Cundinamarca,Colombia,Early Colonial,21,O33894-8,Offering in open-site inside ceramic vessel,NA,NA,NA,NA,NA,NA,Tejuelo (melting ingot),NA,NA,Melted,NA,NA,NA,NA,1.36,NA,NA,pXRF,NA,12.6,1,17.1,1,70.2,1,NA,NA,"Uribe Villegas and Martinón-Torres, 2012"
386,7467,Museo de América,Non-archaeological (municipality known),NA,Quetame,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mask,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XRF,NA,3.1,1,16.6,1,80.1,1,NA,NA,"Rovira, 1994"
387,7468,Museo de América,Non-archaeological (municipality known),NA,Quetame,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mask,Facial mutilation,NA,Hammered,NA,NA,NA,NA,6.15,NA,NA,XRF,NA,4,1,16.9,1,78.9,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
388,7472A,Museo de América,Non-archaeological (municipality known),NA,Quetame,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adornment,NA,NA,Hammered,19,"388, 389",Adornment,2,NA,NA,NA,XRF,NA,1.5,1,18.1,1,80.2,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
389,7472B,Museo de América,Non-archaeological (municipality known),NA,Quetame,Cundinamarca,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adornment,NA,NA,Hammered,19,"388, 389",Adornment,2,NA,NA,NA,XRF,NA,3.2,1,21.1,1,75.5,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
390,7077(M),Museo de América,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,2.03,NA,NA,XRF,NA,87.6,1,2.6,1,9.5,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
391,7334,Museo de América,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,4.4,NA,NA,XRF,NA,58.8,1,5.8,1,34.9,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
392,7336,Museo de América,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,4.91,NA,NA,XRF,NA,85.4,1,3.1,1,7.9,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
393,7340,Museo de América,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Seated,NA,Lost-wax cast,NA,NA,NA,NA,17.04,NA,NA,XRF,NA,76.6,1,3.8,1,19.3,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
394,7341(M),Museo de América,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With staff,NA,Lost-wax cast,NA,NA,NA,NA,6.52,NA,NA,XRF,NA,84.7,1,3.2,1,11.8,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
395,7345,Museo de América,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,XRF,NA,61,1,13.5,1,22.4,1,NA,NA,"Rovira, 1994"
396,7346,Museo de América,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,2.14,NA,NA,XRF,NA,89.5,1,2,1,8.1,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
397,7348A,Museo de América,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,Seated,NA,Lost-wax cast,NA,NA,NA,NA,1.75,NA,NA,XRF,NA,86.4,1,3.1,1,7.3,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
398,7349(M),Museo de América,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,5.53,NA,NA,XRF,NA,85.5,1,3.2,1,8,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
399,7351,Museo de América,Non-archaeological (location unknown),NA,NA,NA,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast,NA,NA,NA,NA,4.42,NA,NA,XRF,NA,58.2,1,14.8,1,23.2,1,NA,NA,"“Museo de América Online Collections Search.  Accessed 14/03/2018.”  n.d.; Rovira, 1994"
573,O02033,Museo del Oro,Non-archaeological (department known),Sabana de Bogota,Bogotá,Bogota Distrito,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,NA,NA,Lost-wax cast with core,NA,NA,NA,NA,28.72,NA,NA,FA,Analysed,90.5,1,NA,NA,NA,NA,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
574,O02022,Museo del Oro,Non-archaeological (municipality known),Insp. Pol. de Nazareth,Usme,Bogota Distrito,Colombia,Muisca,NA,NA,NA,NA,NA,NA,NA,NA,NA,Votive figure,With child,Female,Lost-wax cast,NA,NA,NA,NA,51.5,NA,NA,FA,Not reported,NA,NA,15.6,1,64.4,1,NA,NA,"Museo del Oro, Banco de la República, 2007; Pérez de Barradas, 1958"
